Circle, white, A, black
Star, white, F, blue
Star, white, G, blue
Star, white, H, blue
Star, white, I, blue
Star, white, J, blue
Star, white, K, blue
Star, white, L, blue
Star, white, M, blue
Star, white, N, blue
Star, white, O, blue
Star, white, P, blue
Star, white, Q, blue
Star, white, R, blue
Star, white, S, blue
Star, white, T, blue
Star, white, U, blue
Star, white, V, blue
Star, white, W, blue
Star, white, X, blue
Star, white, Y, blue
Star, white, Z, blue
Star, white, 0, blue
Star, white, 1, blue
Star, white, 2, blue
Star, white, 3, blue
Star, white, 4, blue
Star, white, 5, blue
Star, white, 6, blue
Star, white, 7, blue
Star, white, 8, blue
Star, white, 9, blue
Star, white, A, green
Star, white, B, green
Star, white, C, green
Star, white, D, green
Star, white, E, green
Star, white, F, green
Star, white, G, green
Star, white, H, green
Star, white, I, green
Star, white, J, green
Star, white, K, green
Star, white, L, green
Star, white, M, green
Star, white, N, green
Star, white, O, green
Star, white, P, green
Star, white, Q, green
Star, white, R, green
Star, white, S, green
Star, white, T, green
Star, white, U, green
Star, white, V, green
Star, white, W, green
Star, white, X, green
Star, white, Y, green
Star, white, Z, green
Star, white, 0, green
Star, white, 1, green
Star, white, 2, green
Star, white, 3, green
Star, white, 4, green
Star, white, 5, green
Star, white, 6, green
Star, white, 7, green
Star, white, 8, green
Star, white, 9, green
Star, white, A, purple
Star, white, B, purple
Star, white, C, purple
Star, white, D, purple
Star, white, E, purple
Star, white, F, purple
Star, white, G, purple
Star, white, H, purple
Star, white, I, purple
Star, white, J, purple
Star, white, K, purple
Star, white, L, purple
Star, white, M, purple
Star, white, N, purple
Star, white, O, purple
Star, white, P, purple
Star, white, Q, purple
Star, white, R, purple
Star, white, S, purple
Star, white, T, purple
Star, white, U, purple
Star, white, V, purple
Star, white, W, purple
Star, white, X, purple
Star, white, Y, purple
Star, white, Z, purple
Star, white, 0, purple
Star, white, 1, purple
Star, white, 2, purple
Star, white, 3, purple
Star, white, 4, purple
Star, white, 5, purple
Star, white, 6, purple
Star, white, 7, purple
Star, white, 8, purple
Star, white, 9, purple
Star, white, A, brown
Star, white, B, brown
Star, white, C, brown
Star, white, D, brown
Star, white, E, brown
Star, white, F, brown
Star, white, G, brown
Star, white, H, brown
Star, white, I, brown
Star, white, J, brown
Star, white, K, brown
Star, white, L, brown
Star, white, M, brown
Star, white, N, brown
Star, white, O, brown
Star, white, P, brown
Star, white, Q, brown
Star, white, R, brown
Star, white, S, brown
Star, white, T, brown
Star, white, U, brown
Star, white, V, brown
Star, white, W, brown
Star, white, X, brown
Star, white, Y, brown
Star, white, Z, brown
Star, white, 0, brown
Star, white, 1, brown
Star, white, 2, brown
Star, white, 3, brown
Star, white, 4, brown
Star, white, 5, brown
Star, white, 6, brown
Star, white, 7, brown
Star, white, 8, brown
Star, white, 9, brown
Star, white, A, orange
Star, white, B, orange
Star, white, C, orange
Star, white, D, orange
Star, white, E, orange
Star, white, F, orange
Star, white, G, orange
Star, white, H, orange
Star, white, I, orange
Star, white, J, orange
Star, white, K, orange
Star, white, L, orange
Star, white, M, orange
Star, white, N, orange
Star, white, O, orange
Star, white, P, orange
Star, white, Q, orange
Star, white, R, orange
Star, white, S, orange
Star, white, T, orange
Star, white, U, orange
Star, white, V, orange
Star, white, W, orange
Star, white, X, orange
Star, white, Y, orange
Star, white, Z, orange
Star, white, 0, orange
Star, white, 1, orange
Star, white, 2, orange
Star, white, 3, orange
Star, white, 4, orange
Star, white, 5, orange
Star, white, 6, orange
Star, white, 7, orange
Star, white, 8, orange
Star, white, 9, orange
Star, black, A, white
Star, black, B, white
Star, black, C, white
Star, black, D, white
Star, black, E, white
Star, black, F, white
Star, black, G, white
Star, black, H, white
Star, black, I, white
Star, black, J, white
Star, black, K, white
Star, black, L, white
Star, black, M, white
Star, black, N, white
Star, black, O, white
Star, black, P, white
Star, black, Q, white
Star, black, R, white
Star, black, S, white
Star, black, T, white
Star, black, U, white
Star, black, V, white
Star, black, W, white
Star, black, X, white
Star, black, Y, white
Star, black, Z, white
Star, black, 0, white
Star, black, 1, white
Star, black, 2, white
Star, black, 3, white
Star, black, 4, white
Star, black, 5, white
Star, black, 6, white
Star, black, 7, white
Star, black, 8, white
Star, black, 9, white
Star, black, A, red
Star, black, B, red
Star, black, C, red
Star, black, D, red
Star, black, E, red
Star, black, F, red
Star, black, G, red
Star, black, H, red
Star, black, I, red
Star, black, J, red
Star, black, K, red
Star, black, L, red
Star, black, M, red
Star, black, N, red
Star, black, O, red
Star, black, P, red
Star, black, Q, red
Star, black, R, red
Star, black, S, red
Star, black, T, red
Star, black, U, red
Star, black, V, red
Star, black, W, red
Star, black, X, red
Star, black, Y, red
Star, black, Z, red
Star, black, 0, red
Star, black, 1, red
Star, black, 2, red
Star, black, 3, red
Star, black, 4, red
Star, black, 5, red
Star, black, 6, red
Star, black, 7, red
Star, black, 8, red
Star, black, 9, red
Star, black, A, blue
Star, black, B, blue
Star, black, C, blue
Star, black, D, blue
Star, black, E, blue
Star, black, F, blue
Star, black, G, blue
Star, black, H, blue
Star, black, I, blue
Star, black, J, blue
Star, black, K, blue
Star, black, L, blue
Star, black, M, blue
Star, black, N, blue
Star, black, O, blue
Star, black, P, blue
Star, black, Q, blue
Star, black, R, blue
Star, black, S, blue
Star, black, T, blue
Star, black, U, blue
Star, black, V, blue
Star, black, W, blue
Star, black, X, blue
Star, black, Y, blue
Star, black, Z, blue
Star, black, 0, blue
Star, black, 1, blue
Star, black, 2, blue
Star, black, 3, blue
Star, black, 4, blue
Star, black, 5, blue
Star, black, 6, blue
Star, black, 7, blue
Star, black, 8, blue
Star, black, 9, blue
Star, black, A, green
Star, black, B, green
Star, black, C, green
Star, black, D, green
Star, black, E, green
Star, black, F, green
Star, black, G, green
Star, black, H, green
Star, black, I, green
Star, black, J, green
Star, black, K, green
Star, black, L, green
Star, black, M, green
Star, black, N, green
Star, black, O, green
Star, black, P, green
Star, black, Q, green
Star, black, R, green
Star, black, S, green
Star, black, T, green
Star, black, U, green
Star, black, V, green
Star, black, W, green
Star, black, X, green
Star, black, Y, green
Star, black, Z, green
Star, black, 0, green
Star, black, 1, green
Star, black, 2, green
Star, black, 3, green
Star, black, 4, green
Star, black, 5, green
Star, black, 6, green
Star, black, 7, green
Star, black, 8, green
Star, black, 9, green
Star, black, A, purple
Star, black, B, purple
Star, black, C, purple
Star, black, D, purple
Star, black, E, purple
Star, black, F, purple
Star, black, G, purple
Star, black, H, purple
Star, black, I, purple
Star, black, J, purple
Star, black, K, purple
Star, black, L, purple
Star, black, M, purple
Star, black, N, purple
Star, black, O, purple
Star, black, P, purple
Star, black, Q, purple
Star, black, R, purple
Star, black, S, purple
Star, black, T, purple
Star, black, U, purple
Star, black, V, purple
Star, black, W, purple
Star, black, X, purple
Star, black, Y, purple
Star, black, Z, purple
Star, black, 0, purple
Star, black, 1, purple
Star, black, 2, purple
Star, black, 3, purple
Star, black, 4, purple
Star, black, 5, purple
Star, black, 6, purple
Star, black, 7, purple
Star, black, 8, purple
Star, black, 9, purple
Star, black, A, brown
Star, black, B, brown
Star, black, C, brown
Star, black, D, brown
Star, black, E, brown
Star, black, F, brown
Star, black, G, brown
Star, black, H, brown
Star, black, I, brown
Star, black, J, brown
Star, black, K, brown
Star, black, L, brown
Star, black, M, brown
Star, black, N, brown
Star, black, O, brown
Star, black, P, brown
Star, black, Q, brown
Star, black, R, brown
Star, black, S, brown
Star, black, T, brown
Star, black, U, brown
Star, black, V, brown
Star, black, W, brown
Star, black, X, brown
Star, black, Y, brown
Star, black, Z, brown
Star, black, 0, brown
Star, black, 1, brown
Star, black, 2, brown
Star, black, 3, brown
Star, black, 4, brown
Star, black, 5, brown
Star, black, 6, brown
Star, black, 7, brown
Star, black, 8, brown
Star, black, 9, brown
Star, black, A, orange
Star, black, B, orange
Star, black, C, orange
Star, black, D, orange
Star, black, E, orange
Star, black, F, orange
Star, black, G, orange
Star, black, H, orange
Star, black, I, orange
Star, black, J, orange
Star, black, K, orange
Star, black, L, orange
Star, black, M, orange
Star, black, N, orange
Star, black, O, orange
Star, black, P, orange
Star, black, Q, orange
Star, black, R, orange
Star, black, S, orange
Star, black, T, orange
Star, black, U, orange
Star, black, V, orange
Star, black, W, orange
Star, black, X, orange
Star, black, Y, orange
Star, black, Z, orange
Star, black, 0, orange
Star, black, 1, orange
Star, black, 2, orange
Star, black, 3, orange
Star, black, 4, orange
Star, black, 5, orange
Star, black, 6, orange
Star, black, 7, orange
Star, black, 8, orange
Star, black, 9, orange
Star, red, A, white
Star, red, B, white
Star, red, C, white
Star, red, D, white
Star, red, E, white
Star, red, F, white
Star, red, G, white
Star, red, H, white
Star, red, I, white
Star, red, J, white
Star, red, K, white
Star, red, L, white
Star, red, M, white
Star, red, N, white
Star, red, O, white
Star, red, P, white
Star, red, Q, white
Star, red, R, white
Star, red, S, white
Star, red, T, white
Star, red, U, white
Star, red, V, white
Star, red, W, white
Star, red, X, white
Star, red, Y, white
Star, red, Z, white
Star, red, 0, white
Star, red, 1, white
Star, red, 2, white
Star, red, 3, white
Star, red, 4, white
Star, red, 5, white
Star, red, 6, white
Star, red, 7, white
Star, red, 8, white
Star, red, 9, white
Star, red, A, black
Star, red, B, black
Star, red, C, black
Star, red, D, black
Star, red, E, black
Star, red, F, black
Star, red, G, black
Star, red, H, black
Star, red, I, black
Star, red, J, black
Star, red, K, black
Star, red, L, black
Star, red, M, black
Star, red, N, black
Star, red, O, black
Star, red, P, black
Star, red, Q, black
Star, red, R, black
Star, red, S, black
Star, red, T, black
Star, red, U, black
Star, red, V, black
Star, red, W, black
Star, red, X, black
Star, red, Y, black
Star, red, Z, black
Star, red, 0, black
Star, red, 1, black
Star, red, 2, black
Star, red, 3, black
Star, red, 4, black
Star, red, 5, black
Star, red, 6, black
Star, red, 7, black
Star, red, 8, black
Star, red, 9, black
Star, red, A, blue
Star, red, B, blue
Star, red, C, blue
Star, red, D, blue
Star, red, E, blue
Star, red, F, blue
Star, red, G, blue
Star, red, H, blue
Star, red, I, blue
Star, red, J, blue
Star, red, K, blue
Star, red, L, blue
Star, red, M, blue
Star, red, N, blue
Star, red, O, blue
Star, red, P, blue
Star, red, Q, blue
Star, red, R, blue
Star, red, S, blue
Star, red, T, blue
Star, red, U, blue
Star, red, V, blue
Star, red, W, blue
Star, red, X, blue
Star, red, Y, blue
Star, red, Z, blue
Star, red, 0, blue
Star, red, 1, blue
Star, red, 2, blue
Star, red, 3, blue
Star, red, 4, blue
Star, red, 5, blue
Star, red, 6, blue
Star, red, 7, blue
Star, red, 8, blue
Star, red, 9, blue
Star, red, A, green
Star, red, B, green
Star, red, C, green
Star, red, D, green
Star, red, E, green
Star, red, F, green
Star, red, G, green
Star, red, H, green
Star, red, I, green
Star, red, J, green
Star, red, K, green
Star, red, L, green
Star, red, M, green
Star, red, N, green
Star, red, O, green
Star, red, P, green
Star, red, Q, green
Star, red, R, green
Star, red, S, green
Star, red, T, green
Star, red, U, green
Star, red, V, green
Star, red, W, green
Star, red, X, green
Star, red, Y, green
Star, red, Z, green
Star, red, 0, green
Star, red, 1, green
Star, red, 2, green
Star, red, 3, green
Star, red, 4, green
Star, red, 5, green
Star, red, 6, green
Star, red, 7, green
Star, red, 8, green
Star, red, 9, green
Star, red, A, purple
Star, red, B, purple
Star, red, C, purple
Star, red, D, purple
Star, red, E, purple
Star, red, F, purple
Star, red, G, purple
Star, red, H, purple
Star, red, I, purple
Star, red, J, purple
Star, red, K, purple
Star, red, L, purple
Star, red, M, purple
Star, red, N, purple
Star, red, O, purple
Star, red, P, purple
Star, red, Q, purple
Star, red, R, purple
Star, red, S, purple
Star, red, T, purple
Star, red, U, purple
Star, red, V, purple
Star, red, W, purple
Star, red, X, purple
Star, red, Y, purple
Star, red, Z, purple
Star, red, 0, purple
Star, red, 1, purple
Star, red, 2, purple
Star, red, 3, purple
Star, red, 4, purple
Star, red, 5, purple
Star, red, 6, purple
Star, red, 7, purple
Star, red, 8, purple
Star, red, 9, purple
Star, red, A, brown
Star, red, B, brown
Star, red, C, brown
Star, red, D, brown
Star, red, E, brown
Star, red, F, brown
Star, red, G, brown
Star, red, H, brown
Star, red, I, brown
Star, red, J, brown
Star, red, K, brown
Star, red, L, brown
Star, red, M, brown
Star, red, N, brown
Star, red, O, brown
Star, red, P, brown
Star, red, Q, brown
Star, red, R, brown
Star, red, S, brown
Star, red, T, brown
Star, red, U, brown
Star, red, V, brown
Star, red, W, brown
Star, red, X, brown
Star, red, Y, brown
Star, red, Z, brown
Star, red, 0, brown
Star, red, 1, brown
Star, red, 2, brown
Star, red, 3, brown
Star, red, 4, brown
Star, red, 5, brown
Star, red, 6, brown
Star, red, 7, brown
Star, red, 8, brown
Star, red, 9, brown
Star, red, A, orange
Star, red, B, orange
Star, red, C, orange
Star, red, D, orange
Star, red, E, orange
Star, red, F, orange
Star, red, G, orange
Star, red, H, orange
Star, red, I, orange
Star, red, J, orange
Star, red, K, orange
Star, red, L, orange
Star, red, M, orange
Star, red, N, orange
Star, red, O, orange
Star, red, P, orange
Star, red, Q, orange
Star, red, R, orange
Star, red, S, orange
Star, red, T, orange
Star, red, U, orange
Star, red, V, orange
Star, red, W, orange
Star, red, X, orange
Star, red, Y, orange
Star, red, Z, orange
Star, red, 0, orange
Star, red, 1, orange
Star, red, 2, orange
Star, red, 3, orange
Star, red, 4, orange
Star, red, 5, orange
Star, red, 6, orange
Star, red, 7, orange
Star, red, 8, orange
Star, red, 9, orange
Star, blue, A, white
Star, blue, B, white
Star, blue, C, white
Star, blue, D, white
Star, blue, E, white
Star, blue, F, white
Star, blue, G, white
Star, blue, H, white
Star, blue, I, white
Star, blue, J, white
Star, blue, K, white
Star, blue, L, white
Star, blue, M, white
Star, blue, N, white
Star, blue, O, white
Star, blue, P, white
Star, blue, Q, white
Star, blue, R, white
Star, blue, S, white
Star, blue, T, white
Star, blue, U, white
Star, blue, V, white
Star, blue, W, white
Star, blue, X, white
Star, blue, Y, white
Star, blue, Z, white
Star, blue, 0, white
Star, blue, 1, white
Star, blue, 2, white
Star, blue, 3, white
Star, blue, 4, white
Star, blue, 5, white
Star, blue, 6, white
Star, blue, 7, white
Star, blue, 8, white
Star, blue, 9, white
Star, blue, A, black
Star, blue, B, black
Star, blue, C, black
Star, blue, D, black
Star, blue, E, black
Star, blue, F, black
Star, blue, G, black
Star, blue, H, black
Star, blue, I, black
Star, blue, J, black
Star, blue, K, black
Star, blue, L, black
Star, blue, M, black
Star, blue, N, black
Star, blue, O, black
Star, blue, P, black
Star, blue, Q, black
Star, blue, R, black
Star, blue, S, black
Star, blue, T, black
Star, blue, U, black
Star, blue, V, black
Star, blue, W, black
Star, blue, X, black
Star, blue, Y, black
Star, blue, Z, black
Star, blue, 0, black
Star, blue, 1, black
Star, blue, 2, black
Star, blue, 3, black
Star, blue, 4, black
Star, blue, 5, black
Star, blue, 6, black
Star, blue, 7, black
Star, blue, 8, black
Star, blue, 9, black
Star, blue, A, red
Star, blue, B, red
Star, blue, C, red
Star, blue, D, red
Star, blue, E, red
Star, blue, F, red
Star, blue, G, red
Star, blue, H, red
Star, blue, I, red
Star, blue, J, red
Star, blue, K, red
Star, blue, L, red
Star, blue, M, red
Star, blue, N, red
Star, blue, O, red
Star, blue, P, red
Star, blue, Q, red
Star, blue, R, red
Star, blue, S, red
Star, blue, T, red
Star, blue, U, red
Star, blue, V, red
Star, blue, W, red
Star, blue, X, red
Star, blue, Y, red
Star, blue, Z, red
Star, blue, 0, red
Star, blue, 1, red
Star, blue, 2, red
Star, blue, 3, red
Star, blue, 4, red
Star, blue, 5, red
Star, blue, 6, red
Star, blue, 7, red
Star, blue, 8, red
Star, blue, 9, red
Star, blue, A, green
Star, blue, B, green
Star, blue, C, green
Star, blue, D, green
Star, blue, E, green
Star, blue, F, green
Star, blue, G, green
Star, blue, H, green
Star, blue, I, green
Star, blue, J, green
Star, blue, K, green
Star, blue, L, green
Star, blue, M, green
Star, blue, N, green
Star, blue, O, green
Star, blue, P, green
Star, blue, Q, green
Star, blue, R, green
Star, blue, S, green
Star, blue, T, green
Star, blue, U, green
Star, blue, V, green
Star, blue, W, green
Star, blue, X, green
Star, blue, Y, green
Star, blue, Z, green
Star, blue, 0, green
Star, blue, 1, green
Star, blue, 2, green
Star, blue, 3, green
Star, blue, 4, green
Star, blue, 5, green
Star, blue, 6, green
Star, blue, 7, green
Star, blue, 8, green
Star, blue, 9, green
Star, blue, A, purple
Star, blue, B, purple
Star, blue, C, purple
Star, blue, D, purple
Star, blue, E, purple
Star, blue, F, purple
Star, blue, G, purple
Star, blue, H, purple
Star, blue, I, purple
Star, blue, J, purple
Star, blue, K, purple
Star, blue, L, purple
Star, blue, M, purple
Star, blue, N, purple
Star, blue, O, purple
Star, blue, P, purple
Star, blue, Q, purple
Star, blue, R, purple
Star, blue, S, purple
Star, blue, T, purple
Star, blue, U, purple
Star, blue, V, purple
Star, blue, W, purple
Star, blue, X, purple
Star, blue, Y, purple
Star, blue, Z, purple
Star, blue, 0, purple
Star, blue, 1, purple
Star, blue, 2, purple
Star, blue, 3, purple
Star, blue, 4, purple
Star, blue, 5, purple
Star, blue, 6, purple
Star, blue, 7, purple
Star, blue, 8, purple
Star, blue, 9, purple
Star, blue, A, brown
Star, blue, B, brown
Star, blue, C, brown
Star, blue, D, brown
Star, blue, E, brown
Star, blue, F, brown
Star, blue, G, brown
Star, blue, H, brown
Star, blue, I, brown
Star, blue, J, brown
Star, blue, K, brown
Star, blue, L, brown
Star, blue, M, brown
Star, blue, N, brown
Star, blue, O, brown
Star, blue, P, brown
Star, blue, Q, brown
Star, blue, R, brown
Star, blue, S, brown
Star, blue, T, brown
Star, blue, U, brown
Star, blue, V, brown
Star, blue, W, brown
Star, blue, X, brown
Star, blue, Y, brown
Star, blue, Z, brown
Star, blue, 0, brown
Star, blue, 1, brown
Star, blue, 2, brown
Star, blue, 3, brown
Star, blue, 4, brown
Star, blue, 5, brown
Star, blue, 6, brown
Star, blue, 7, brown
Star, blue, 8, brown
Star, blue, 9, brown
Star, blue, A, orange
Star, blue, B, orange
Star, blue, C, orange
Star, blue, D, orange
Star, blue, E, orange
Star, blue, F, orange
Star, blue, G, orange
Star, blue, H, orange
Star, blue, I, orange
Star, blue, J, orange
Star, blue, K, orange
Star, blue, L, orange
Star, blue, M, orange
Star, blue, N, orange
Star, blue, O, orange
Star, blue, P, orange
Star, blue, Q, orange
Star, blue, R, orange
Star, blue, S, orange
Star, blue, T, orange
Star, blue, U, orange
Star, blue, V, orange
Star, blue, W, orange
Star, blue, X, orange
Star, blue, Y, orange
Star, blue, Z, orange
Star, blue, 0, orange
Star, blue, 1, orange
Star, blue, 2, orange
Star, blue, 3, orange
Star, blue, 4, orange
Star, blue, 5, orange
Star, blue, 6, orange
Star, blue, 7, orange
Star, blue, 8, orange
Star, blue, 9, orange
Star, green, A, white
Star, green, B, white
Star, green, C, white
Star, green, D, white
Star, green, E, white
Star, green, F, white
Star, green, G, white
Star, green, H, white
Star, green, I, white
Star, green, J, white
Star, green, K, white
Star, green, L, white
Star, green, M, white
Star, green, N, white
Star, green, O, white
Star, green, P, white
Star, green, Q, white
Star, green, R, white
Star, green, S, white
Star, green, T, white
Star, green, U, white
Star, green, V, white
Star, green, W, white
Star, green, X, white
Star, green, Y, white
Star, green, Z, white
Star, green, 0, white
Star, green, 1, white
Star, green, 2, white
Star, green, 3, white
Star, green, 4, white
Star, green, 5, white
Star, green, 6, white
Star, green, 7, white
Star, green, 8, white
Star, green, 9, white
Star, green, A, black
Star, green, B, black
Star, green, C, black
Star, green, D, black
Star, green, E, black
Star, green, F, black
Star, green, G, black
Star, green, H, black
Star, green, I, black
Star, green, J, black
Star, green, K, black
Star, green, L, black
Star, green, M, black
Star, green, N, black
Star, green, O, black
Star, green, P, black
Star, green, Q, black
Star, green, R, black
Star, green, S, black
Star, green, T, black
Star, green, U, black
Star, green, V, black
Star, green, W, black
Star, green, X, black
Star, green, Y, black
Star, green, Z, black
Star, green, 0, black
Star, green, 1, black
Star, green, 2, black
Star, green, 3, black
Star, green, 4, black
Star, green, 5, black
Star, green, 6, black
Star, green, 7, black
Star, green, 8, black
Star, green, 9, black
Star, green, A, red
Star, green, B, red
Star, green, C, red
Star, green, D, red
Star, green, E, red
Star, green, F, red
Star, green, G, red
Star, green, H, red
Star, green, I, red
Star, green, J, red
Star, green, K, red
Star, green, L, red
Star, green, M, red
Star, green, N, red
Star, green, O, red
Star, green, P, red
Star, green, Q, red
Star, green, R, red
Star, green, S, red
Star, green, T, red
Star, green, U, red
Star, green, V, red
Star, green, W, red
Star, green, X, red
Star, green, Y, red
Star, green, Z, red
Star, green, 0, red
Star, green, 1, red
Star, green, 2, red
Star, green, 3, red
Star, green, 4, red
Star, green, 5, red
Star, green, 6, red
Star, green, 7, red
Star, green, 8, red
Star, green, 9, red
Star, green, A, blue
Star, green, B, blue
Star, green, C, blue
Star, green, D, blue
Star, green, E, blue
Star, green, F, blue
Star, green, G, blue
Star, green, H, blue
Star, green, I, blue
Star, green, J, blue
Star, green, K, blue
Star, green, L, blue
Star, green, M, blue
Star, green, N, blue
Star, green, O, blue
Star, green, P, blue
Star, green, Q, blue
Star, green, R, blue
Star, green, S, blue
Star, green, T, blue
Star, green, U, blue
Star, green, V, blue
Star, green, W, blue
Star, green, X, blue
Star, green, Y, blue
Star, green, Z, blue
Star, green, 0, blue
Star, green, 1, blue
Star, green, 2, blue
Star, green, 3, blue
Star, green, 4, blue
Star, green, 5, blue
Star, green, 6, blue
Star, green, 7, blue
Star, green, 8, blue
Star, green, 9, blue
Star, green, A, purple
Star, green, B, purple
Star, green, C, purple
Star, green, D, purple
Star, green, E, purple
Star, green, F, purple
Star, green, G, purple
Star, green, H, purple
Star, green, I, purple
Star, green, J, purple
Star, green, K, purple
Star, green, L, purple
Star, green, M, purple
Star, green, N, purple
Star, green, O, purple
Star, green, P, purple
Star, green, Q, purple
Star, green, R, purple
Star, green, S, purple
Star, green, T, purple
Star, green, U, purple
Star, green, V, purple
Star, green, W, purple
Star, green, X, purple
Star, green, Y, purple
Star, green, Z, purple
Star, green, 0, purple
Star, green, 1, purple
Star, green, 2, purple
Star, green, 3, purple
Star, green, 4, purple
Star, green, 5, purple
Star, green, 6, purple
Star, green, 7, purple
Star, green, 8, purple
Star, green, 9, purple
Star, green, A, brown
Star, green, B, brown
Star, green, C, brown
Star, green, D, brown
Star, green, E, brown
Star, green, F, brown
Star, green, G, brown
Star, green, H, brown
Star, green, I, brown
Star, green, J, brown
Star, green, K, brown
Star, green, L, brown
Star, green, M, brown
Star, green, N, brown
Star, green, O, brown
Star, green, P, brown
Star, green, Q, brown
Star, green, R, brown
Star, green, S, brown
Star, green, T, brown
Star, green, U, brown
Star, green, V, brown
Star, green, W, brown
Star, green, X, brown
Star, green, Y, brown
Star, green, Z, brown
Star, green, 0, brown
Star, green, 1, brown
Star, green, 2, brown
Star, green, 3, brown
Star, green, 4, brown
Star, green, 5, brown
Star, green, 6, brown
Star, green, 7, brown
Star, green, 8, brown
Star, green, 9, brown
Star, green, A, orange
Star, green, B, orange
Star, green, C, orange
Star, green, D, orange
Star, green, E, orange
Star, green, F, orange
Star, green, G, orange
Star, green, H, orange
Star, green, I, orange
Star, green, J, orange
Star, green, K, orange
Star, green, L, orange
Star, green, M, orange
Star, green, N, orange
Star, green, O, orange
Star, green, P, orange
Star, green, Q, orange
Star, green, R, orange
Star, green, S, orange
Star, green, T, orange
Star, green, U, orange
Star, green, V, orange
Star, green, W, orange
Star, green, X, orange
Star, green, Y, orange
Star, green, Z, orange
Star, green, 0, orange
Star, green, 1, orange
Star, green, 2, orange
Star, green, 3, orange
Star, green, 4, orange
Star, green, 5, orange
Star, green, 6, orange
Star, green, 7, orange
Star, green, 8, orange
Star, green, 9, orange
Star, purple, A, white
Star, purple, B, white
Star, purple, C, white
Star, purple, D, white
Star, purple, E, white
Star, purple, F, white
Star, purple, G, white
Star, purple, H, white
Star, purple, I, white
Star, purple, J, white
Star, purple, K, white
Star, purple, L, white
Star, purple, M, white
Star, purple, N, white
Star, purple, O, white
Star, purple, P, white
Star, purple, Q, white
Star, purple, R, white
Star, purple, S, white
Star, purple, T, white
Star, purple, U, white
Star, purple, V, white
Star, purple, W, white
Star, purple, X, white
Star, purple, Y, white
Star, purple, Z, white
Star, purple, 0, white
Star, purple, 1, white
Star, purple, 2, white
Star, purple, 3, white
Star, purple, 4, white
Star, purple, 5, white
Star, purple, 6, white
Star, purple, 7, white
Star, purple, 8, white
Star, purple, 9, white
Star, purple, A, black
Star, purple, B, black
Star, purple, C, black
Star, purple, D, black
Star, purple, E, black
Star, purple, F, black
Star, purple, G, black
Star, purple, H, black
Star, purple, I, black
Star, purple, J, black
Star, purple, K, black
Star, purple, L, black
Star, purple, M, black
Star, purple, N, black
Star, purple, O, black
Star, purple, P, black
Star, purple, Q, black
Star, purple, R, black
Star, purple, S, black
Star, purple, T, black
Star, purple, U, black
Star, purple, V, black
Star, purple, W, black
Star, purple, X, black
Star, purple, Y, black
Star, purple, Z, black
Star, purple, 0, black
Star, purple, 1, black
Star, purple, 2, black
Star, purple, 3, black
Star, purple, 4, black
Star, purple, 5, black
Star, purple, 6, black
Star, purple, 7, black
Star, purple, 8, black
Star, purple, 9, black
Star, purple, A, red
Star, purple, B, red
Star, purple, C, red
Star, purple, D, red
Star, purple, E, red
Star, purple, F, red
Star, purple, G, red
Star, purple, H, red
Star, purple, I, red
Star, purple, J, red
Star, purple, K, red
Star, purple, L, red
Star, purple, M, red
Star, purple, N, red
Star, purple, O, red
Star, purple, P, red
Star, purple, Q, red
Star, purple, R, red
Star, purple, S, red
Star, purple, T, red
Star, purple, U, red
Star, purple, V, red
Star, purple, W, red
Star, purple, X, red
Star, purple, Y, red
Star, purple, Z, red
Star, purple, 0, red
Star, purple, 1, red
Star, purple, 2, red
Star, purple, 3, red
Star, purple, 4, red
Star, purple, 5, red
Star, purple, 6, red
Star, purple, 7, red
Star, purple, 8, red
Star, purple, 9, red
Star, purple, A, blue
Star, purple, B, blue
Star, purple, C, blue
Star, purple, D, blue
Star, purple, E, blue
Star, purple, F, blue
Star, purple, G, blue
Star, purple, H, blue
Star, purple, I, blue
Star, purple, J, blue
Star, purple, K, blue
Star, purple, L, blue
Star, purple, M, blue
Star, purple, N, blue
Star, purple, O, blue
Star, purple, P, blue
Star, purple, Q, blue
Star, purple, R, blue
Star, purple, S, blue
Star, purple, T, blue
Star, purple, U, blue
Star, purple, V, blue
Star, purple, W, blue
Star, purple, X, blue
Star, purple, Y, blue
Star, purple, Z, blue
Star, purple, 0, blue
Star, purple, 1, blue
Star, purple, 2, blue
Star, purple, 3, blue
Star, purple, 4, blue
Star, purple, 5, blue
Star, purple, 6, blue
Star, purple, 7, blue
Star, purple, 8, blue
Star, purple, 9, blue
Star, purple, A, green
Star, purple, B, green
Star, purple, C, green
Star, purple, D, green
Star, purple, E, green
Star, purple, F, green
Star, purple, G, green
Star, purple, H, green
Star, purple, I, green
Star, purple, J, green
Star, purple, K, green
Star, purple, L, green
Star, purple, M, green
Star, purple, N, green
Star, purple, O, green
Star, purple, P, green
Star, purple, Q, green
Star, purple, R, green
Star, purple, S, green
Star, purple, T, green
Star, purple, U, green
Star, purple, V, green
Star, purple, W, green
Star, purple, X, green
Star, purple, Y, green
Star, purple, Z, green
Star, purple, 0, green
Star, purple, 1, green
Star, purple, 2, green
Star, purple, 3, green
Star, purple, 4, green
Star, purple, 5, green
Star, purple, 6, green
Star, purple, 7, green
Star, purple, 8, green
Star, purple, 9, green
Star, purple, A, brown
Star, purple, B, brown
Star, purple, C, brown
Star, purple, D, brown
Star, purple, E, brown
Star, purple, F, brown
Star, purple, G, brown
